,city,mobility_type,t,h(t),f(t),S(t),F(t),f(t)_poly_2,f(t)_poly_3,f(t)_poly_4,h(t)_poly,f(t)_ma,h(t)_ma,Qmax,Mass,Delta
652,Dallas County,workplaces_percent_change_from_baseline,152.0,0.0,0.0,0.5119047619047619,0.4880952380952381,0.0018595124417624407,0.0012646433464359357,0.0015669943293830785,0.003632535932745233,-0.008630952380952383,-0.016860465116279075,-81.0,-81.0,-36.0
653,Dallas County,workplaces_percent_change_from_baseline,153.0,0.3170731707317074,0.1547619047619048,0.48809523809523814,0.5119047619047619,0.0018484531477720141,0.0012982098446425302,0.0016209285716821068,0.0037870747417768093,-0.00773809523809524,-0.01585365853658537,-81.0,-81.0,-36.0
654,Dallas County,workplaces_percent_change_from_baseline,154.0,0.6176470588235295,0.125,0.20238095238095233,0.7976190476190477,0.0018367769246928362,0.0013313877748936265,0.0016742686827377097,0.009075838922011664,0.005952380952380952,0.02941176470588236,-81.0,-81.0,-36.0
655,Dallas County,workplaces_percent_change_from_baseline,155.0,-0.65,-0.1547619047619048,0.23809523809523814,0.7619047619047619,0.0018244837725249078,0.0013641526667082403,0.0017269722143226796,0.007662831844604611,0.0056547619047619055,0.02375,-81.0,-81.0,-36.0
656,Dallas County,workplaces_percent_change_from_baseline,156.0,-0.26744186046511625,-0.1369047619047619,0.5119047619047619,0.4880952380952381,0.0018115736912682275,0.0013964800496053835,0.0017789966750016133,0.003538888141082119,-0.0014880952380952397,-0.00290697674418605,-81.0,-81.0,-36.0
657,Dallas County,workplaces_percent_change_from_baseline,157.0,0.023255813953488344,0.01190476190476189,0.5119047619047619,0.4880952380952381,0.0017980466809227966,0.00142834545310407,0.0018302995301309258,0.003512463283663138,-2.7755575615628915e-18,-5.4220194225879745e-18,-81.0,-81.0,-36.0
658,Dallas County,workplaces_percent_change_from_baseline,158.0,0.012195121951219525,0.005952380952380959,0.48809523809523814,0.5119047619047619,0.0017839027414886144,0.0014597244067233138,0.00188083820185885,0.0036548251289035025,0.005654761904761903,0.011585365853658531,-81.0,-81.0,-36.0
659,Dallas County,workplaces_percent_change_from_baseline,159.0,0.011904761904761973,0.005952380952380987,0.5,0.5,0.0017691418729656816,0.0014905924399821338,0.0019305700691254271,0.0035382837459313633,0.0032738095238095217,0.0065476190476190434,-81.0,-81.0,-36.0
660,Dallas County,workplaces_percent_change_from_baseline,160.0,0.3,0.14285714285714285,0.47619047619047616,0.5238095238095238,0.001753764075353997,0.0015209250823995405,0.001979452467662523,0.003682904558243394,-1.3877787807814458e-18,-2.9143354396410362e-18,-81.0,-81.0,-36.0
661,Dallas County,workplaces_percent_change_from_baseline,161.0,0.5555555555555554,0.11904761904761901,0.2142857142857143,0.7857142857142857,0.0017377693486535623,0.0015506978634945495,0.0020274426899938077,0.008109590293716624,0.009226190476190475,0.04305555555555555,-81.0,-81.0,-36.0
662,Dallas County,workplaces_percent_change_from_baseline,162.0,-0.6249999999999999,-0.1488095238095238,0.23809523809523814,0.7619047619047619,0.0017211576928643762,0.0015798863127861754,0.00207449798543477,0.007228862310030379,0.008035714285714283,0.03374999999999998,-81.0,-81.0,-36.0
663,Dallas County,workplaces_percent_change_from_baseline,163.0,-0.26744186046511625,-0.1369047619047619,0.5119047619047619,0.4880952380952381,0.0017039291079864387,0.0016084659597934339,0.0021205755600927165,0.0033286056993223454,-0.00029761904761904797,-0.00058139534883721,-81.0,-81.0,-36.0
664,Dallas County,workplaces_percent_change_from_baseline,164.0,0.023255813953488344,0.01190476190476189,0.5119047619047619,0.4880952380952381,0.0016860835940197506,0.001636412334035337,0.002165632576866765,0.0032937446952943966,-1.3877787807814458e-18,-2.7110097112939872e-18,-81.0,-81.0,-36.0
665,Dallas County,workplaces_percent_change_from_baseline,165.0,0.0,0.0,0.48809523809523814,0.5119047619047619,0.0016676211509643107,0.0016637009650309013,0.002209626155447843,0.003416589675146392,-1.3877787807814458e-18,-2.843254087454669e-18,-81.0,-81.0,-36.0
666,Dallas County,workplaces_percent_change_from_baseline,166.0,0.0,0.0,0.5119047619047619,0.4880952380952381,0.0016485417788201203,0.0016903073822991405,0.002252513372318703,0.003220407195834654,-0.007738095238095241,-0.015116279069767449,-81.0,-81.0,-36.0
667,Dallas County,workplaces_percent_change_from_baseline,167.0,0.29268292682926833,0.14285714285714288,0.48809523809523814,0.5119047619047619,0.0016288454775871784,0.0017162071153590695,0.0022942512607539087,0.0033371468321298286,-0.007142857142857147,-0.014634146341463422,-81.0,-81.0,-36.0
